SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0023234,MH-DEMO-01058,SV-24-03-0034,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Vinod Pawar,Ashok Patil,Individual,63.6,Institutional,Under Verification,2025-01-01,,Completed,2024-12-18,Received,Received,Available,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-05,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023235,MH-DEMO-01059,SV-24-03-0035,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Anjali Mane,Priya Kamble,Individual,66.5,Commercial,Digitisation Completed,2025-01-05,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-04-06,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2024-12-28
SVPC-MH-0023236,MH-DEMO-01060,SV-24-03-0036,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Mahesh Tiwari,Swati Gaikwad,Individual,69.4,Open Plot,Prepared,2025-01-09,,Completed,2024-12-24,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-04-07,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-12-31
SVPC-MH-0023237,MH-DEMO-01061,SV-24-03-0037,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Prakash Chavan,Arjun Borkar,Individual,72.3,Other Abadi Property,Distributed,2025-01-13,,Completed,2024-12-27,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-04-08,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-03
SVPC-MH-0023238,MH-DEMO-01062,SV-24-03-0038,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Sanjay Kamble,Prakash Kadam,Individual,75.2,Residential Abadi,Under Verification,2025-01-17,,Completed,2024-12-30,Received,Received,Available,Under Processing,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-04-09,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,No,,Not Applicable,,No,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023239,MH-DEMO-01063,SV-24-03-0039,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Swati Kharat,Suresh Tiwari,Individual,78.1,Mixed Residential,Digitisation Completed,2025-01-21,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-10,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023240,MH-DEMO-01064,SV-24-03-0040,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Aarav Kulkarni,Anjali Thakur,Individual,81.0,Institutional,Prepared,2025-01-25,,Completed,2025-01-05,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-04-11,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-01-12
SVPC-MH-0023241,MH-DEMO-01065,SV-24-03-0041,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Ashok Kale,Pooja Deshmukh,Individual,83.9,Commercial,Distributed,2025-01-29,,Completed,2025-01-08,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-04-12,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-15
SVPC-MH-0023242,MH-DEMO-01066,SV-24-03-0042,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Meena Jadhav,Sunita Gawande,Individual,86.8,Open Plot,Under Verification,2025-02-02,,Completed,2025-01-11,Received,Received,Available,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-04-13,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-01-18
SVPC-MH-0023243,MH-DEMO-01067,SV-24-03-0043,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Rahul Thakur,Aniket Pawar,Individual,89.7,Other Abadi Property,Digitisation Completed,2025-02-06,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-04-14,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023244,MH-DEMO-01068,SV-24-03-0044,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Shivam Salve,Nikhil Kale,Individual,27.6,Residential Abadi,Prepared,2025-02-10,,Completed,2025-01-17,Received,Received,Received,Under Processing,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-15,Synthetic - Not Government Verified,Yes,Pending,Pending,Yes,Yes,2025-01-29,No,,Yes,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023245,MH-DEMO-01069,SV-24-03-0045,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Vaishnavi Gaikwad,Sonal Bhosale,Individual,30.5,Mixed Residential,Distributed,2025-02-14,,Completed,2025-01-20,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-04-16,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-01-27
SVPC-MH-0023246,MH-DEMO-01070,SV-24-03-0046,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Akash Sawant,Amit Yadav,Individual,33.4,Institutional,Under Verification,2025-02-18,,Completed,2025-01-23,Received,Received,Available,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-04-17,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-01-30
SVPC-MH-0023247,MH-DEMO-01071,SV-24-03-0047,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Dhananjay Verma,Nandini Deshpande,Individual,36.3,Commercial,Digitisation Completed,2025-02-22,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-04-18,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,No,Yes,74.03957,18.87957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-02-02
SVPC-MH-0023248,MH-DEMO-01072,SV-24-03-0048,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Nandini Bhosale,Sneha Kharat,Individual,39.2,Open Plot,Prepared,2025-02-26,,Completed,2025-01-29,Received,Received,Received,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-04-19,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023249,MH-DEMO-01073,SV-24-03-0049,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Ramesh Dhole,Akash Sawant,Individual,42.1,Other Abadi Property,Distributed,2025-03-02,,Completed,2025-02-01,Received,Received,Received,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-20,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023250,MH-DEMO-01074,SV-24-03-0050,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Sonal Deshmukh,Mohan Shinde,Individual,45.0,Residential Abadi,Under Verification,2025-03-06,,Completed,2025-02-04,Received,Received,Available,Under Processing,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-04-21,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-02-11
SVPC-MH-0023251,MH-DEMO-01075,SV-24-03-0051,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Vikas Joshi,Shivam Ingale,Individual,47.9,Mixed Residential,Digitisation Completed,2025-03-10,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-04-22,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-02-14
SVPC-MH-0023252,MH-DEMO-01076,SV-24-03-0052,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Aniket Borkar,Aditi Chavan,Individual,50.8,Institutional,Prepared,2025-03-14,,Completed,2025-02-10,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-04-23,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-02-17
SVPC-MH-0023253,MH-DEMO-01077,SV-24-03-0053,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Kiran Shinde,Meena Salve,Individual,53.7,Commercial,Distributed,2025-03-18,,Completed,2025-02-13,Received,Received,Received,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-04-24,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023254,MH-DEMO-01078,SV-24-03-0054,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Pooja Wagh,Seema Joshi,Individual,56.6,Open Plot,Under Verification,2025-03-22,,Completed,2025-02-16,Received,Received,Available,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-25,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023255,MH-DEMO-01079,SV-24-03-0055,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Sachin Yadav,Aarav Raut,Individual,59.5,Other Abadi Property,Digitisation Completed,2025-03-26,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-04-26,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-02-26
SVPC-MH-0023256,MH-DEMO-01080,SV-24-03-0056,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Suresh More,Manish Mane,Individual,62.4,Residential Abadi,Prepared,2025-03-30,,Completed,2025-02-22,Received,Received,Received,Under Processing,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-04-27,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-01
SVPC-MH-0023257,MH-DEMO-01081,SV-24-03-0057,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Vivek Gawande,Sanjay Jadhav,Individual,65.3,Mixed Residential,Distributed,2025-04-03,,Completed,2025-02-25,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-04-28,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2025-03-09,Yes,2025-03-22,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-04
SVPC-MH-0023258,MH-DEMO-01082,SV-24-03-0058,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Arjun Raut,Vivek Dhole,Individual,68.2,Institutional,Under Verification,2025-04-07,,Completed,2025-02-28,Received,Received,Available,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-04-29,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023259,MH-DEMO-01083,SV-24-03-0059,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Manish Kadam,Mahesh More,Individual,71.1,Commercial,Digitisation Completed,2025-04-11,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-04-30,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023260,MH-DEMO-01084,SV-24-03-0060,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Priya Ingale,Sachin Mhatre,Individual,74.0,Open Plot,Prepared,2025-04-15,,Completed,2025-03-06,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-01,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-03-13
SVPC-MH-0023261,MH-DEMO-01085,SV-24-03-0061,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Seema Patil,Vinod Kulkarni,Individual,76.9,Other Abadi Property,Distributed,2025-04-19,,Completed,2025-03-09,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-02,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-03-16
SVPC-MH-0023262,MH-DEMO-01086,SV-24-03-0062,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Tanmay Deshpande,Kiran Verma,Individual,79.8,Residential Abadi,Under Verification,2025-04-23,,Completed,2025-03-12,Received,Received,Available,Under Processing,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-03,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-03-19
SVPC-MH-0023263,MH-DEMO-01087,SV-24-03-0063,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Aditi Mhatre,Rohit Wagh,Individual,82.7,Mixed Residential,Digitisation Completed,2025-04-27,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-04,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0023264,MH-DEMO-01088,SV-24-03-0064,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Deepak Pawar,Vikas Patil,Individual,85.6,Institutional,Prepared,2025-05-01,,Completed,2025-03-18,Received,Received,Received,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-05,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023265,MH-DEMO-01089,SV-24-03-0065,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Mohan Mane,Gaurav Kamble,Individual,88.5,Commercial,Distributed,2025-03-21,,Completed,2025-03-21,Received,Received,Received,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2025-03-28
SVPC-MH-0023266,MH-DEMO-01090,SV-24-03-0066,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Rajesh Tiwari,Ramesh Gaikwad,Individual,26.4,Open Plot,Under Verification,2025-03-25,,Completed,2025-03-24,Received,Received,Available,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-07,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2025-03-31
SVPC-MH-0023267,MH-DEMO-01091,SV-24-03-0067,Maharashtra,Gadchiroli,Chamorshi,Demo Village 07,Sneha Chavan,Vijay Borkar,Individual,29.3,Other Abadi Property,Digitisation Completed,2025-03-29,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-08,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-04-03
SVPC-MH-0023268,MH-DEMO-01092,SV-24-03-0068,Maharashtra,Gadchiroli,Chamorshi,Demo Village 08,Vijay Kamble,Dhananjay Kadam,Individual,32.2,Residential Abadi,Prepared,2025-04-02,,Completed,2025-03-30,Received,Received,Received,Under Processing,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-09,Synthetic - Not Government Verified,Yes,In Progress,Pending,Yes,No,,Not Applicable,,No,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023269,MH-DEMO-01093,SV-24-03-0069,Maharashtra,Gadchiroli,Chamorshi,Demo Village 09,Amit Kharat,Rajesh Tiwari,Individual,35.1,Mixed Residential,Distributed,2025-04-06,,Completed,2025-04-02,Received,Received,Received,Digitised,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-10,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023270,MH-DEMO-01094,SV-24-03-0070,Maharashtra,Gadchiroli,Chamorshi,Demo Village 10,Gaurav Kulkarni,Vaishnavi Thakur,Individual,38.0,Institutional,Under Verification,2025-04-10,,Completed,2025-04-05,Received,Received,Available,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-11,Synthetic - Not Government Verified,Yes,Completed,Available,No,Yes,2025-04-17,Yes,2025-04-30,No,No,74.03965,18.87965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2025-04-12
SVPC-MH-0023271,MH-DEMO-01095,SV-24-03-0071,Maharashtra,Gadchiroli,Chamorshi,Demo Village 01,Nikhil Kale,Deepak Deshmukh,Individual,40.9,Commercial,Digitisation Completed,2025-04-14,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-12,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2025-04-15
SVPC-MH-0023272,MH-DEMO-01096,SV-24-03-0072,Maharashtra,Gadchiroli,Chamorshi,Demo Village 02,Rohit Jadhav,Rahul Gawande,Individual,43.8,Open Plot,Prepared,2025-04-18,,Completed,2025-04-11,Received,Received,Received,Digitised,"POLYGON((18.879570 74.039570,18.880430 74.039570,18.880430 74.040430,18.879570 74.040430,18.879570 74.039570))",Synthetic SVAMITVA Demo Dataset,2026-05-13,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03957,18.87957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-04-18
SVPC-MH-0023273,MH-DEMO-01097,SV-24-03-0073,Maharashtra,Gadchiroli,Chamorshi,Demo Village 03,Sunita Thakur,Tanmay Pawar,Individual,46.7,Other Abadi Property,Distributed,2025-04-22,,Completed,2025-04-14,Received,Received,Received,Digitised,"POLYGON((18.879530 74.039530,18.880470 74.039530,18.880470 74.040470,18.879530 74.040470,18.879530 74.039530))",Synthetic SVAMITVA Demo Dataset,2026-05-14,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03953,18.87953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0023274,MH-DEMO-01098,SV-24-03-0074,Maharashtra,Gadchiroli,Chamorshi,Demo Village 04,Vinod Salve,Ashok Kale,Individual,49.6,Residential Abadi,Under Verification,2025-04-26,,Completed,2025-04-17,Received,Received,Available,Under Processing,"POLYGON((18.879490 74.039490,18.880510 74.039490,18.880510 74.040510,18.879490 74.040510,18.879490 74.039490))",Synthetic SVAMITVA Demo Dataset,2026-05-15,Synthetic - Not Government Verified,Yes,Pending,Pending,No,No,,Not Applicable,,No,Yes,74.03949,18.87949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0023275,MH-DEMO-01099,SV-24-03-0075,Maharashtra,Gadchiroli,Chamorshi,Demo Village 05,Anjali Gaikwad,Priya Bhosale,Individual,52.5,Mixed Residential,Digitisation Completed,2025-04-30,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.879650 74.039650,18.880350 74.039650,18.880350 74.040350,18.879650 74.040350,18.879650 74.039650))",Synthetic SVAMITVA Demo Dataset,2026-05-16,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,No,No,74.03965,18.87965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2025-04-27
SVPC-MH-0023276,MH-DEMO-01100,SV-24-03-0076,Maharashtra,Gadchiroli,Chamorshi,Demo Village 06,Mahesh Sawant,Swati Yadav,Individual,55.4,Institutional,Prepared,2025-05-04,,Completed,2025-04-23,Received,Received,Received,Digitised,"POLYGON((18.879610 74.039610,18.880390 74.039610,18.880390 74.040390,18.879610 74.040390,18.879610 74.039610))",Synthetic SVAMITVA Demo Dataset,2026-05-17,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,74.03961,18.87961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-04-30
