ULPIN / Parcel ID,Survey Number / Gat Number,District,Taluka,Village,Owner / Rights-holder details,Land Area (hectares),Land Classification / Land Type,Tenure / Rights details,7/12 Record,8A Record,Mutation / Ferfar details,Mutation Date,Mutation Status,Cadastral Parcel Boundary / Geometry,Property Card,Record Source,Record Date / Last Updated,Verification Status,Owner Name,Owner / Rights-holder Type,Owner Share,Owner Relation,Owner Address
MH-DEMO-01141,121/21,Sindhudurg,Demo Taluka 03,Demo Village 09,Name: Seema Joshi and Vijay Borkar; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,4.82,Agricultural,Private Tenure,DEMO-712-01141,DEMO-8A-01141,DEMO-FERFAR-01141,2025-05-11,Under Verification,"POLYGON((73.529335 16.319085,73.530915 16.319335,73.530665 16.320915,73.529085 16.320665,73.529335 16.319085))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-01,Synthetic - Not Government Verified,Seema Joshi and Vijay Borkar,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-01142,121/22,Sindhudurg,Demo Taluka 04,Demo Village 10,Name: Tanmay Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,0.39,Residential,Other/Restricted,DEMO-712-01142,DEMO-8A-01142,DEMO-FERFAR-01142,2025-05-21,No Recent Mutation,"POLYGON((73.580435 16.357891,73.582109 16.358435,73.581565 16.360109,73.579891 16.359565,73.580435 16.357891))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-12,Synthetic - Not Government Verified,Tanmay Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01143,121/23,Sindhudurg,Demo Taluka 05,Demo Village 11,Name: Aditi Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.76,Forest,Occupancy Class I,DEMO-712-01143,DEMO-8A-01143,DEMO-FERFAR-01143,2025-05-31,Updated,"POLYGON((73.568580 16.333709,73.570291 16.334580,73.569420 16.336291,73.567709 16.335420,73.568580 16.333709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-23,Synthetic - Not Government Verified,Aditi Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01144,121/24,Sindhudurg,Demo Taluka 06,Demo Village 12,Name: Deepak Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.13,Industrial,Occupancy Class II,DEMO-712-01144,DEMO-8A-01144,DEMO-FERFAR-01144,2025-06-10,Pending,"POLYGON((73.556770 16.372547,73.558453 16.373770,73.557230 16.375453,73.555547 16.374230,73.556770 16.372547))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-04,Synthetic - Not Government Verified,Deepak Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01145,121/25,Sindhudurg,Demo Taluka 01,Demo Village 01,Name: Mohan Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.5,Water Body,Government Lease,DEMO-712-01145,DEMO-8A-01145,DEMO-FERFAR-01145,2025-06-20,Under Verification,"POLYGON((73.545000 16.348416,73.546584 16.350000,73.545000 16.351584,73.543416 16.350000,73.545000 16.348416))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-15,Synthetic - Not Government Verified,Mohan Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01146,121/26,Sindhudurg,Demo Taluka 02,Demo Village 02,Name: Rajesh More; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.87,Wasteland,Private Tenure,DEMO-712-01146,DEMO-8A-01146,DEMO-FERFAR-01146,2025-06-30,No Recent Mutation,"POLYGON((73.533265 16.324324,73.534676 16.326265,73.532735 16.327676,73.531324 16.325735,73.533265 16.324324))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-26,Synthetic - Not Government Verified,Rajesh More,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01147,121/27,Sindhudurg,Demo Taluka 03,Demo Village 03,Name: Sneha Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.24,Mixed Use,Other/Restricted,DEMO-712-01147,DEMO-8A-01147,DEMO-FERFAR-01147,2025-07-10,Updated,"POLYGON((73.584559 16.363278,73.585722 16.365559,73.583441 16.366722,73.582278 16.364441,73.584559 16.363278))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-06,Synthetic - Not Government Verified,Sneha Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01148,121/28,Sindhudurg,Demo Taluka 04,Demo Village 04,Name: Vijay Raut and Ashok Kale; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 04,2.61,Agricultural,Occupancy Class I,DEMO-712-01148,DEMO-8A-01148,DEMO-FERFAR-01148,2025-07-20,Pending,"POLYGON((73.572514 16.339992,73.573008 16.341514,73.571486 16.342008,73.570992 16.340486,73.572514 16.339992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-17,Synthetic - Not Government Verified,Vijay Raut and Ashok Kale,Joint Holders,50%-50%,Joint Holders,Synthetic Address 04
MH-DEMO-01149,121/29,Sindhudurg,Demo Taluka 05,Demo Village 05,Name: Amit Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.98,Residential,Occupancy Class II,DEMO-712-01149,DEMO-8A-01149,DEMO-FERFAR-01149,2025-07-30,Under Verification,"POLYGON((73.560732 16.378993,73.561007 16.380732,73.559268 16.381007,73.558993 16.379268,73.560732 16.378993))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-28,Synthetic - Not Government Verified,Amit Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01150,121/30,Sindhudurg,Demo Taluka 06,Demo Village 06,Name: Gaurav Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.35,Forest,Government Lease,DEMO-712-01150,DEMO-8A-01150,DEMO-FERFAR-01150,2025-08-09,No Recent Mutation,"POLYGON((73.547040 16.355040,73.548960 16.355040,73.548960 16.356960,73.547040 16.356960,73.547040 16.355040))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-08,Synthetic - Not Government Verified,Gaurav Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01151,121/31,Sindhudurg,Demo Taluka 01,Demo Village 07,Name: Nikhil Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,3.72,Industrial,Private Tenure,DEMO-712-01151,DEMO-8A-01151,DEMO-FERFAR-01151,2025-08-19,Updated,"POLYGON((73.535135 16.330810,73.537190 16.331135,73.536865 16.333190,73.534810 16.332865,73.535135 16.330810))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-19,Synthetic - Not Government Verified,Nikhil Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01152,121/32,Sindhudurg,Demo Taluka 02,Demo Village 08,Name: Rohit Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.09,Water Body,Other/Restricted,DEMO-712-01152,DEMO-8A-01152,DEMO-FERFAR-01152,2025-08-29,Pending,"POLYGON((73.586281 16.369589,73.588411 16.370281,73.587719 16.372411,73.585589 16.371719,73.586281 16.369589))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-30,Synthetic - Not Government Verified,Rohit Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01153,121/33,Sindhudurg,Demo Taluka 03,Demo Village 09,Name: Sunita Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.46,Wasteland,Occupancy Class I,DEMO-712-01153,DEMO-8A-01153,DEMO-FERFAR-01153,2025-09-08,Under Verification,"POLYGON((73.574476 16.345386,73.576614 16.346476,73.575524 16.348614,73.573386 16.347524,73.574476 16.345386))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-11,Synthetic - Not Government Verified,Sunita Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01154,121/34,Sindhudurg,Demo Taluka 04,Demo Village 10,Name: Vinod Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.83,Mixed Use,Occupancy Class II,DEMO-712-01154,DEMO-8A-01154,DEMO-FERFAR-01154,2025-09-18,No Recent Mutation,"POLYGON((73.562717 16.321212,73.564788 16.322717,73.563283 16.324788,73.561212 16.323283,73.562717 16.321212))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-22,Synthetic - Not Government Verified,Vinod Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01155,121/35,Sindhudurg,Demo Taluka 05,Demo Village 11,Name: Anjali Mane and Pooja Ingale; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 01,0.4,Agricultural,Government Lease,DEMO-712-01155,DEMO-8A-01155,DEMO-FERFAR-01155,2025-09-28,Updated,"POLYGON((73.551000 16.360869,73.552131 16.362000,73.551000 16.363131,73.549869 16.362000,73.551000 16.360869))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-02,Synthetic - Not Government Verified,Anjali Mane and Pooja Ingale,Joint Holders,50%-50%,Joint Holders,Synthetic Address 01
MH-DEMO-01156,121/36,Sindhudurg,Demo Taluka 06,Demo Village 12,Name: Mahesh Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.77,Residential,Private Tenure,DEMO-712-01156,DEMO-8A-01156,DEMO-FERFAR-01156,2025-10-08,Pending,"POLYGON((73.539195 16.336771,73.540229 16.338195,73.538805 16.339229,73.537771 16.337805,73.539195 16.336771))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-13,Synthetic - Not Government Verified,Mahesh Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01157,121/37,Sindhudurg,Demo Taluka 01,Demo Village 01,Name: Prakash Chavan; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.14,Forest,Other/Restricted,DEMO-712-01157,DEMO-8A-01157,DEMO-FERFAR-01157,2025-10-18,Under Verification,"POLYGON((73.590420 16.375709,73.591291 16.377420,73.589580 16.378291,73.588709 16.376580,73.590420 16.375709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-24,Synthetic - Not Government Verified,Prakash Chavan,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01158,121/38,Sindhudurg,Demo Taluka 02,Demo Village 02,Name: Sanjay Kamble; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.51,Industrial,Occupancy Class I,DEMO-712-01158,DEMO-8A-01158,DEMO-FERFAR-01158,2025-10-28,No Recent Mutation,"POLYGON((73.578668 16.351690,73.579310 16.353668,73.577332 16.354310,73.576690 16.352332,73.578668 16.351690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-05,Synthetic - Not Government Verified,Sanjay Kamble,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01159,121/39,Sindhudurg,Demo Taluka 03,Demo Village 03,Name: Swati Kharat; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.88,Water Body,Occupancy Class II,DEMO-712-01159,DEMO-8A-01159,DEMO-FERFAR-01159,2025-11-07,Updated,"POLYGON((73.566931 16.327719,73.567281 16.329931,73.565069 16.330281,73.564719 16.328069,73.566931 16.327719))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-16,Synthetic - Not Government Verified,Swati Kharat,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01160,121/40,Sindhudurg,Demo Taluka 04,Demo Village 04,Name: Aarav Kulkarni; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.25,Wasteland,Government Lease,DEMO-712-01160,DEMO-8A-01160,DEMO-FERFAR-01160,2025-11-17,Pending,"POLYGON((73.552800 16.366800,73.555200 16.366800,73.555200 16.369200,73.552800 16.369200,73.552800 16.366800))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-27,Synthetic - Not Government Verified,Aarav Kulkarni,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01161,121/41,Sindhudurg,Demo Taluka 05,Demo Village 05,Name: Ashok Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.62,Mixed Use,Private Tenure,DEMO-712-01161,DEMO-8A-01161,DEMO-FERFAR-01161,2025-11-27,Under Verification,"POLYGON((73.540936 16.342536,73.543464 16.342936,73.543064 16.345464,73.540536 16.345064,73.540936 16.342536))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-07,Synthetic - Not Government Verified,Ashok Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01162,121/42,Sindhudurg,Demo Taluka 06,Demo Village 06,Name: Meena Jadhav and Sneha Dhole; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,2.99,Agricultural,Other/Restricted,DEMO-712-01162,DEMO-8A-01162,DEMO-FERFAR-01162,2025-12-07,No Recent Mutation,"POLYGON((73.529486 16.318992,73.531008 16.319486,73.530514 16.321008,73.528992 16.320514,73.529486 16.318992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-18,Synthetic - Not Government Verified,Meena Jadhav and Sneha Dhole,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-01163,121/43,Sindhudurg,Demo Taluka 01,Demo Village 07,Name: Rahul Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.36,Residential,Occupancy Class I,DEMO-712-01163,DEMO-8A-01163,DEMO-FERFAR-01163,2025-12-17,Updated,"POLYGON((73.580615 16.357816,73.582184 16.358615,73.581385 16.360184,73.579816 16.359385,73.580615 16.357816))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-29,Synthetic - Not Government Verified,Rahul Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01164,121/44,Sindhudurg,Demo Taluka 02,Demo Village 08,Name: Shivam Salve; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,3.73,Forest,Occupancy Class II,DEMO-712-01164,DEMO-8A-01164,DEMO-FERFAR-01164,2025-12-27,Pending,"POLYGON((73.568788 16.333659,73.570341 16.334788,73.569212 16.336341,73.567659 16.335212,73.568788 16.333659))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-09,Synthetic - Not Government Verified,Shivam Salve,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01165,121/45,Sindhudurg,Demo Taluka 03,Demo Village 09,Name: Vaishnavi Gaikwad; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.1,Industrial,Government Lease,DEMO-712-01165,DEMO-8A-01165,DEMO-FERFAR-01165,2026-01-06,Under Verification,"POLYGON((73.557000 16.372529,73.558471 16.374000,73.557000 16.375471,73.555529 16.374000,73.557000 16.372529))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-20,Synthetic - Not Government Verified,Vaishnavi Gaikwad,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01166,121/46,Sindhudurg,Demo Taluka 04,Demo Village 10,Name: Akash Sawant; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.47,Water Body,Private Tenure,DEMO-712-01166,DEMO-8A-01166,DEMO-FERFAR-01166,2026-01-16,No Recent Mutation,"POLYGON((73.545248 16.348436,73.546564 16.350248,73.544752 16.351564,73.543436 16.349752,73.545248 16.348436))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-03,Synthetic - Not Government Verified,Akash Sawant,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01167,121/47,Sindhudurg,Demo Taluka 05,Demo Village 11,Name: Dhananjay Verma; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.84,Wasteland,Other/Restricted,DEMO-712-01167,DEMO-8A-01167,DEMO-FERFAR-01167,2026-01-26,Updated,"POLYGON((73.533524 16.324386,73.534614 16.326524,73.532476 16.327614,73.531386 16.325476,73.533524 16.324386))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-14,Synthetic - Not Government Verified,Dhananjay Verma,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01168,121/48,Sindhudurg,Demo Taluka 06,Demo Village 12,Name: Nandini Bhosale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.41,Mixed Use,Occupancy Class I,DEMO-712-01168,DEMO-8A-01168,DEMO-FERFAR-01168,2026-02-05,Pending,"POLYGON((73.584822 16.363387,73.585613 16.365822,73.583178 16.366613,73.582387 16.364178,73.584822 16.363387))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-25,Synthetic - Not Government Verified,Nandini Bhosale,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01169,121/49,Sindhudurg,Demo Taluka 01,Demo Village 01,Name: Ramesh Dhole and Aarav Kamble; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 05,0.78,Agricultural,Occupancy Class II,DEMO-712-01169,DEMO-8A-01169,DEMO-FERFAR-01169,2026-02-15,Under Verification,"POLYGON((73.572665 16.340085,73.572915 16.341665,73.571335 16.341915,73.571085 16.340335,73.572665 16.340085))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-05,Synthetic - Not Government Verified,Ramesh Dhole and Aarav Kamble,Joint Holders,50%-50%,Joint Holders,Synthetic Address 05
MH-DEMO-01170,121/50,Sindhudurg,Demo Taluka 02,Demo Village 02,Name: Sonal Deshmukh; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.15,Residential,Government Lease,DEMO-712-01170,DEMO-8A-01170,DEMO-FERFAR-01170,2026-02-25,No Recent Mutation,"POLYGON((73.559120 16.379120,73.560880 16.379120,73.560880 16.380880,73.559120 16.380880,73.559120 16.379120))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-16,Synthetic - Not Government Verified,Sonal Deshmukh,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01171,121/51,Sindhudurg,Demo Taluka 03,Demo Village 03,Name: Vikas Joshi; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.52,Forest,Private Tenure,DEMO-712-01171,DEMO-8A-01171,DEMO-FERFAR-01171,2026-03-07,Updated,"POLYGON((73.547202 16.354902,73.549098 16.355202,73.548798 16.357098,73.546902 16.356798,73.547202 16.354902))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-27,Synthetic - Not Government Verified,Vikas Joshi,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-01172,121/52,Sindhudurg,Demo Taluka 04,Demo Village 04,Name: Aniket Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.89,Industrial,Other/Restricted,DEMO-712-01172,DEMO-8A-01172,DEMO-FERFAR-01172,2026-03-17,Pending,"POLYGON((73.535332 16.330690,73.537310 16.331332,73.536668 16.333310,73.534690 16.332668,73.535332 16.330690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-08,Synthetic - Not Government Verified,Aniket Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01173,121/53,Sindhudurg,Demo Taluka 05,Demo Village 05,Name: Kiran Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.26,Water Body,Occupancy Class I,DEMO-712-01173,DEMO-8A-01173,DEMO-FERFAR-01173,2026-03-27,Under Verification,"POLYGON((73.586511 16.369494,73.588506 16.370511,73.587489 16.372506,73.585494 16.371489,73.586511 16.369494))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-19,Synthetic - Not Government Verified,Kiran Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01174,121/54,Sindhudurg,Demo Taluka 06,Demo Village 06,Name: Pooja Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.63,Wasteland,Occupancy Class II,DEMO-712-01174,DEMO-8A-01174,DEMO-FERFAR-01174,2026-04-06,No Recent Mutation,"POLYGON((73.574735 16.345324,73.576676 16.346735,73.575265 16.348676,73.573324 16.347265,73.574735 16.345324))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-30,Synthetic - Not Government Verified,Pooja Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01175,121/55,Sindhudurg,Demo Taluka 01,Demo Village 07,Name: Sachin Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.0,Mixed Use,Government Lease,DEMO-712-01175,DEMO-8A-01175,DEMO-FERFAR-01175,2026-04-16,Updated,"POLYGON((73.563000 16.321190,73.564810 16.323000,73.563000 16.324810,73.561190 16.323000,73.563000 16.321190))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-10,Synthetic - Not Government Verified,Sachin Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01176,121/56,Sindhudurg,Demo Taluka 02,Demo Village 08,Name: Suresh More and Kiran Gawande; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,3.37,Agricultural,Private Tenure,DEMO-712-01176,DEMO-8A-01176,DEMO-FERFAR-01176,2026-04-26,Pending,"POLYGON((73.551177 16.360883,73.552117 16.362177,73.550823 16.363117,73.549883 16.361823,73.551177 16.360883))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-21,Synthetic - Not Government Verified,Suresh More and Kiran Gawande,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-01177,122/1,Satara,Demo Taluka 01,Demo Village 01,Name: Vivek Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.74,Forest,Occupancy Class II,DEMO-712-01177,DEMO-8A-01177,DEMO-FERFAR-01177,2026-05-06,No Recent Mutation,"POLYGON((74.041385 17.687816,74.042184 17.689385,74.040615 17.690184,74.039816 17.688615,74.041385 17.687816))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-02,Synthetic - Not Government Verified,Vivek Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-01178,122/2,Satara,Demo Taluka 02,Demo Village 02,Name: Arjun Raut; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.11,Industrial,Government Lease,DEMO-712-01178,DEMO-8A-01178,DEMO-FERFAR-01178,2026-05-16,Updated,"POLYGON((74.029616 17.663790,74.030210 17.665616,74.028384 17.666210,74.027790 17.664384,74.029616 17.663790))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-13,Synthetic - Not Government Verified,Arjun Raut,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-01179,122/3,Satara,Demo Taluka 03,Demo Village 03,Name: Manish Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.48,Water Body,Private Tenure,DEMO-712-01179,DEMO-8A-01179,DEMO-FERFAR-01179,2026-05-26,Pending,"POLYGON((74.017865 17.702810,74.018190 17.704865,74.016135 17.705190,74.015810 17.703135,74.017865 17.702810))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-24,Synthetic - Not Government Verified,Manish Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-01180,122/4,Satara,Demo Taluka 04,Demo Village 04,Name: Priya Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.85,Wasteland,Other/Restricted,DEMO-712-01180,DEMO-8A-01180,DEMO-FERFAR-01180,2026-06-05,Under Verification,"POLYGON((74.003880 17.678880,74.006120 17.678880,74.006120 17.681120,74.003880 17.681120,74.003880 17.678880))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-04,Synthetic - Not Government Verified,Priya Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-01181,122/5,Satara,Demo Taluka 05,Demo Village 05,Name: Seema Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.42,Mixed Use,Occupancy Class I,DEMO-712-01181,DEMO-8A-01181,DEMO-FERFAR-01181,2026-06-15,No Recent Mutation,"POLYGON((73.992002 17.654627,73.994373 17.655002,73.993998 17.657373,73.991627 17.656998,73.992002 17.654627))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-15,Synthetic - Not Government Verified,Seema Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
